path,label,subject_id,source_file_id,split
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0039_01.wav,cabbage,,esc_cabbage_s0039_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0041_00.wav,cabbage,,esc_cabbage_s0041_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0041_01.wav,cabbage,,esc_cabbage_s0041_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0042_00.wav,cabbage,,esc_cabbage_s0042_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0042_01.wav,cabbage,,esc_cabbage_s0042_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0043_00.wav,cabbage,,esc_cabbage_s0043_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0043_01.wav,cabbage,,esc_cabbage_s0043_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0044_00.wav,cabbage,,esc_cabbage_s0044_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0044_01.wav,cabbage,,esc_cabbage_s0044_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0045_00.wav,cabbage,,esc_cabbage_s0045_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0045_01.wav,cabbage,,esc_cabbage_s0045_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0047_00.wav,cabbage,,esc_cabbage_s0047_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0047_01.wav,cabbage,,esc_cabbage_s0047_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0048_00.wav,cabbage,,esc_cabbage_s0048_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0048_01.wav,cabbage,,esc_cabbage_s0048_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0050_00.wav,cabbage,,esc_cabbage_s0050_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0050_01.wav,cabbage,,esc_cabbage_s0050_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0051_00.wav,cabbage,,esc_cabbage_s0051_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0051_01.wav,cabbage,,esc_cabbage_s0051_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0052_00.wav,cabbage,,esc_cabbage_s0052_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0052_01.wav,cabbage,,esc_cabbage_s0052_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0053_00.wav,cabbage,,esc_cabbage_s0053_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0053_01.wav,cabbage,,esc_cabbage_s0053_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0054_00.wav,cabbage,,esc_cabbage_s0054_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0054_01.wav,cabbage,,esc_cabbage_s0054_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0055_00.wav,cabbage,,esc_cabbage_s0055_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0055_01.wav,cabbage,,esc_cabbage_s0055_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0056_00.wav,cabbage,,esc_cabbage_s0056_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0056_01.wav,cabbage,,esc_cabbage_s0056_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0057_00.wav,cabbage,,esc_cabbage_s0057_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0057_01.wav,cabbage,,esc_cabbage_s0057_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0058_00.wav,cabbage,,esc_cabbage_s0058_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0058_01.wav,cabbage,,esc_cabbage_s0058_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0059_00.wav,cabbage,,esc_cabbage_s0059_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0059_01.wav,cabbage,,esc_cabbage_s0059_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0061_00.wav,cabbage,,esc_cabbage_s0061_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0061_01.wav,cabbage,,esc_cabbage_s0061_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0062_00.wav,cabbage,,esc_cabbage_s0062_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0062_01.wav,cabbage,,esc_cabbage_s0062_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0063_00.wav,cabbage,,esc_cabbage_s0063_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0063_01.wav,cabbage,,esc_cabbage_s0063_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0065_00.wav,cabbage,,esc_cabbage_s0065_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0065_01.wav,cabbage,,esc_cabbage_s0065_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0066_00.wav,cabbage,,esc_cabbage_s0066_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0066_01.wav,cabbage,,esc_cabbage_s0066_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0068_00.wav,cabbage,,esc_cabbage_s0068_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0068_01.wav,cabbage,,esc_cabbage_s0068_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0069_00.wav,cabbage,,esc_cabbage_s0069_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0069_01.wav,cabbage,,esc_cabbage_s0069_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0070_00.wav,cabbage,,esc_cabbage_s0070_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0070_01.wav,cabbage,,esc_cabbage_s0070_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0071_00.wav,cabbage,,esc_cabbage_s0071_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0071_01.wav,cabbage,,esc_cabbage_s0071_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0072_00.wav,cabbage,,esc_cabbage_s0072_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0072_01.wav,cabbage,,esc_cabbage_s0072_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0073_00.wav,cabbage,,esc_cabbage_s0073_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0073_01.wav,cabbage,,esc_cabbage_s0073_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0074_00.wav,cabbage,,esc_cabbage_s0074_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0074_01.wav,cabbage,,esc_cabbage_s0074_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0075_00.wav,cabbage,,esc_cabbage_s0075_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0075_01.wav,cabbage,,esc_cabbage_s0075_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0078_00.wav,cabbage,,esc_cabbage_s0078_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0078_01.wav,cabbage,,esc_cabbage_s0078_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0080_00.wav,cabbage,,esc_cabbage_s0080_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0080_01.wav,cabbage,,esc_cabbage_s0080_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0081_00.wav,cabbage,,esc_cabbage_s0081_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0081_01.wav,cabbage,,esc_cabbage_s0081_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0082_00.wav,cabbage,,esc_cabbage_s0082_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0082_01.wav,cabbage,,esc_cabbage_s0082_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0084_00.wav,cabbage,,esc_cabbage_s0084_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0084_01.wav,cabbage,,esc_cabbage_s0084_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0086_00.wav,cabbage,,esc_cabbage_s0086_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0086_01.wav,cabbage,,esc_cabbage_s0086_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0087_00.wav,cabbage,,esc_cabbage_s0087_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0087_01.wav,cabbage,,esc_cabbage_s0087_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0088_00.wav,cabbage,,esc_cabbage_s0088_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0088_01.wav,cabbage,,esc_cabbage_s0088_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0090_00.wav,cabbage,,esc_cabbage_s0090_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0090_01.wav,cabbage,,esc_cabbage_s0090_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0091_00.wav,cabbage,,esc_cabbage_s0091_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0091_01.wav,cabbage,,esc_cabbage_s0091_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0093_00.wav,cabbage,,esc_cabbage_s0093_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0093_01.wav,cabbage,,esc_cabbage_s0093_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0094_00.wav,cabbage,,esc_cabbage_s0094_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0094_01.wav,cabbage,,esc_cabbage_s0094_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0095_00.wav,cabbage,,esc_cabbage_s0095_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0095_01.wav,cabbage,,esc_cabbage_s0095_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0096_00.wav,cabbage,,esc_cabbage_s0096_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0096_01.wav,cabbage,,esc_cabbage_s0096_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0099_00.wav,cabbage,,esc_cabbage_s0099_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0099_01.wav,cabbage,,esc_cabbage_s0099_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0101_00.wav,cabbage,,esc_cabbage_s0101_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0101_01.wav,cabbage,,esc_cabbage_s0101_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0102_00.wav,cabbage,,esc_cabbage_s0102_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0102_01.wav,cabbage,,esc_cabbage_s0102_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0103_00.wav,cabbage,,esc_cabbage_s0103_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0103_01.wav,cabbage,,esc_cabbage_s0103_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0104_00.wav,cabbage,,esc_cabbage_s0104_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0104_01.wav,cabbage,,esc_cabbage_s0104_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0105_00.wav,cabbage,,esc_cabbage_s0105_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0105_01.wav,cabbage,,esc_cabbage_s0105_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0108_00.wav,cabbage,,esc_cabbage_s0108_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0108_01.wav,cabbage,,esc_cabbage_s0108_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0109_00.wav,cabbage,,esc_cabbage_s0109_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0109_01.wav,cabbage,,esc_cabbage_s0109_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0111_00.wav,cabbage,,esc_cabbage_s0111_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0111_01.wav,cabbage,,esc_cabbage_s0111_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0112_00.wav,cabbage,,esc_cabbage_s0112_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0112_01.wav,cabbage,,esc_cabbage_s0112_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0117_00.wav,cabbage,,esc_cabbage_s0117_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0117_01.wav,cabbage,,esc_cabbage_s0117_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0119_00.wav,cabbage,,esc_cabbage_s0119_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0119_01.wav,cabbage,,esc_cabbage_s0119_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0120_00.wav,cabbage,,esc_cabbage_s0120_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0120_01.wav,cabbage,,esc_cabbage_s0120_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0121_00.wav,cabbage,,esc_cabbage_s0121_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0121_01.wav,cabbage,,esc_cabbage_s0121_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0122_00.wav,cabbage,,esc_cabbage_s0122_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0122_01.wav,cabbage,,esc_cabbage_s0122_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0123_00.wav,cabbage,,esc_cabbage_s0123_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0123_01.wav,cabbage,,esc_cabbage_s0123_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0124_00.wav,cabbage,,esc_cabbage_s0124_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0124_01.wav,cabbage,,esc_cabbage_s0124_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0125_00.wav,cabbage,,esc_cabbage_s0125_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0125_01.wav,cabbage,,esc_cabbage_s0125_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0126_00.wav,cabbage,,esc_cabbage_s0126_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0126_01.wav,cabbage,,esc_cabbage_s0126_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0127_00.wav,cabbage,,esc_cabbage_s0127_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0127_01.wav,cabbage,,esc_cabbage_s0127_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0128_00.wav,cabbage,,esc_cabbage_s0128_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0128_01.wav,cabbage,,esc_cabbage_s0128_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0129_00.wav,cabbage,,esc_cabbage_s0129_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0129_01.wav,cabbage,,esc_cabbage_s0129_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0130_00.wav,cabbage,,esc_cabbage_s0130_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0130_01.wav,cabbage,,esc_cabbage_s0130_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0131_00.wav,cabbage,,esc_cabbage_s0131_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0131_01.wav,cabbage,,esc_cabbage_s0131_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0132_00.wav,cabbage,,esc_cabbage_s0132_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0132_01.wav,cabbage,,esc_cabbage_s0132_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0134_00.wav,cabbage,,esc_cabbage_s0134_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0134_01.wav,cabbage,,esc_cabbage_s0134_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0135_00.wav,cabbage,,esc_cabbage_s0135_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0135_01.wav,cabbage,,esc_cabbage_s0135_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0136_00.wav,cabbage,,esc_cabbage_s0136_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0136_01.wav,cabbage,,esc_cabbage_s0136_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0138_00.wav,cabbage,,esc_cabbage_s0138_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0138_01.wav,cabbage,,esc_cabbage_s0138_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0139_00.wav,cabbage,,esc_cabbage_s0139_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0139_01.wav,cabbage,,esc_cabbage_s0139_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0140_00.wav,cabbage,,esc_cabbage_s0140_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0140_01.wav,cabbage,,esc_cabbage_s0140_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0141_00.wav,cabbage,,esc_cabbage_s0141_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0141_01.wav,cabbage,,esc_cabbage_s0141_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0142_00.wav,cabbage,,esc_cabbage_s0142_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0142_01.wav,cabbage,,esc_cabbage_s0142_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0143_00.wav,cabbage,,esc_cabbage_s0143_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0143_01.wav,cabbage,,esc_cabbage_s0143_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0144_00.wav,cabbage,,esc_cabbage_s0144_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0144_01.wav,cabbage,,esc_cabbage_s0144_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0146_00.wav,cabbage,,esc_cabbage_s0146_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0146_01.wav,cabbage,,esc_cabbage_s0146_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0148_00.wav,cabbage,,esc_cabbage_s0148_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0148_01.wav,cabbage,,esc_cabbage_s0148_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0149_00.wav,cabbage,,esc_cabbage_s0149_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0149_01.wav,cabbage,,esc_cabbage_s0149_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0150_00.wav,cabbage,,esc_cabbage_s0150_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0150_01.wav,cabbage,,esc_cabbage_s0150_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0155_00.wav,cabbage,,esc_cabbage_s0155_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0155_01.wav,cabbage,,esc_cabbage_s0155_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0156_00.wav,cabbage,,esc_cabbage_s0156_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0156_01.wav,cabbage,,esc_cabbage_s0156_01,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0157_00.wav,cabbage,,esc_cabbage_s0157_00,train
AcouDiet/ai/data/raw/public/cabbage/esc_cabbage_s0157_01.wav,cabbage,,esc_cabbage_s0157_01,train
